base_query_id,base_query,gold_answer,n_aliases,gold_source,original_gold_year,n_requests,volatility,years_annotated,n_years_annotated,latest_annotated_year,years_gap_to_corpus,n_distinct_answer_sets,stable_across_annotated_years,gold_equals_latest_annotated,gold_differs_from_some_annotated_year,answer_at_latest_year,freshqa_next_review,freshqa_fact_type,freshqa_false_premise,note
q_5ad30881,"In 1967, the Republic of Biafra declared independence from which country?",NIGERIA,12,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_5b78283a,What is the hometown of the most recent Miss Arkansas winner?,Stuttgart,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,20,0,1,1,stuttgart,,,,20 distinct answer sets across 24 years
q_5b859382,Who are the analysts providing commentary for the Preakness Stakes?,"Randy Moss, Jerry Bailey and Matt Bernier",1,temporal_align_qa,2023,2,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,8,0,1,1,"randy moss, jerry bailey and matt bernier",,,,8 distinct answer sets across 24 years
q_5cb9d6ad,"""Who played the title role in Woody Allen's film """"Annie Hall""""?""",Diane Keaton,6,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_5d7bcc7e,Who is the most recent recipient of the Anisfield-Wolf Book Award for Lifetime Achievement?,Charlayne Hunter-Gault,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,24,0,1,1,charlayne hunter-gault,,,,24 distinct answer sets across 24 years
q_5e06e717,Who is the most recent champion of the Boston Marathon Men's wheelchair division?,Marcel Hug,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,8,0,1,1,marcel hug,,,,8 distinct answer sets across 24 years
q_5e68b428,From which city is the latest winner of the Bulwer-Lytton Fiction Contest?,"Maya Pasic New York, New York",1,temporal_align_qa,2023,2,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,24,0,1,1,"maya pasic new york, new york",,,,24 distinct answer sets across 24 years
q_5e69097f,Which school did the North Dakota Mr. Basketball Award winner attend?,Minot,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,20,0,1,1,minot,,,,20 distinct answer sets across 24 years
q_5eaf6b2e,Which team took the victory in the Fresh From Florida 250?,Front Row Motorsports,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,14,0,1,1,front row motorsports,,,,14 distinct answer sets across 24 years
q_5ee0c56a,What is the most recent massacre that took place in Ethiopia?,Finote Selam drone strike,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,10,0,1,1,finote selam drone strike,,,,10 distinct answer sets across 24 years
q_5efb60e3,Which university did the latest Outland Trophy recipient play for?,Texas,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,18,0,1,1,texas,,,,18 distinct answer sets across 24 years
q_5f279acb,Which city was the capital of California the year it became a state?,San Jose,4,freshqa,before 2022,3,SINGLE_YEAR,before 2022,1,before 2022,,,,1,,,,never-changing,,"FreshQA carries a single effective_year, not a year series — volatility UNDETERMINED; next_review='', fact_type='never-changing'"
q_5fb43c16,"Whose March 31, 1994 appearance on Late Show with David Letterman resulted in the episode becoming the most censored in American network television talk-show history for obvious reasons?",Madonna,5,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_60131439,Which team won the American Basketball Association championship most recently?,Burning River Buckets / Indiana Lyons,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,18,0,1,1,burning river buckets / indiana lyons,,,,18 distinct answer sets across 24 years
q_60502f3b,Which team won the BBC Sports Personality Team of the Year Award?,Manchester City F.C.,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,18,0,1,1,manchester city f.c.,,,,18 distinct answer sets across 24 years
q_60703185,Who is the champion driver of the Indian National Rally Championship?,Aroor Arjun Rao,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,10,0,1,1,aroor arjun rao,,,,10 distinct answer sets across 24 years
q_60e402de,Which book won the Orbis Pictus Award for the most recent year awarded?,Blue: A History of the Color as Deep as the Sea and as Wide as the Sky,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,24,0,1,1,blue: a history of the color as deep as the sea and as wide as the sky,,,,24 distinct answer sets across 24 years
q_611d707f,What is the television show in which Christopher McDonald most recently appeared?,Captain Fall,2,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,24,0,1,1,captain fall | secret invasion,,,,24 distinct answer sets across 24 years
q_613da476,Who is the winner of the most recent Grandmaster Tournament at the Biel Chess Festival?,Lê Quang Liêm,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,16,0,1,1,lê quang liêm,,,,16 distinct answer sets across 24 years
q_617ac749,Who is the current Dean of the Virginia Tech College of Architecture and Urban Studies?,Rosemary Blieszner,2,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,8,0,1,1,rosemary blieszner | tsai lu liu,,,,8 distinct answer sets across 24 years
q_618650f8,Who is the current manager of US Monastir football team?,Darko Nović,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,23,0,1,1,darko nović,,,,23 distinct answer sets across 24 years
q_624c6c50,Who received the Country Music Association Award for Male Vocalist of the Year?,Chris Stapleton,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,8,0,1,1,chris stapleton,,,,8 distinct answer sets across 24 years
q_62a24122,Who won the 2020 Formula 1 world driver's championship?,Lewis Hamilton,2,freshqa,before 2022,1,SINGLE_YEAR,before 2022,1,before 2022,,,,1,,,,never-changing,,"FreshQA carries a single effective_year, not a year series — volatility UNDETERMINED; next_review='', fact_type='never-changing'"
q_63335fe3,Who won the top division championship at the January sumo tournament in Tokyo?,Takakeishō,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,15,0,1,1,takakeishō,,,,15 distinct answer sets across 24 years
q_63a44892,Which team won the Estonian Supercup?,Paide,1,temporal_align_qa,2023,2,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,8,0,1,1,paide,,,,8 distinct answer sets across 24 years
q_63c4c1ca,Which horse won the Oaks d'Italia most recently?,Shavasana,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,24,0,1,1,shavasana,,,,24 distinct answer sets across 24 years
q_645572d1,Which team was the runner-up in the Korvpalli Meistriliiga championship?,Tartu Ülikool Maks & Moorits,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,18,0,1,1,tartu ülikool maks & moorits,,,,18 distinct answer sets across 24 years
q_64800213,Which woman was the singer with Jefferson Airplane?,Grace Slick,4,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_65d75670,"""What is the occupation of the title character in """"Finnegan's Wake"""" by James Joyce?""",Hod carrier,4,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_6657182b,Which male athlete won the Callahan Award most recently?,Justin Burnett,1,temporal_align_qa,2023,2,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,24,0,1,1,justin burnett,,,,24 distinct answer sets across 24 years
q_665a6704,Who is the most recent champion of the Chubb Classic?,DEU Bernhard Langer,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,18,0,1,1,deu bernhard langer,,,,18 distinct answer sets across 24 years
q_66b78d55,Who hosted the Juno Awards ceremony?,Simu Liu,1,temporal_align_qa,2023,2,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,21,0,1,1,simu liu,,,,21 distinct answer sets across 24 years
q_6757b6a9,Who is the most recent recipient of the Los Angeles Film Critics Association Award for Best Director?,Jonathan Glazer,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,23,0,1,1,jonathan glazer,,,,23 distinct answer sets across 24 years
q_67c87177,Who was the most recent recipient of the Ron McAuliffe Medal?,Reuben Cotter,1,temporal_align_qa,2023,2,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,16,0,1,1,reuben cotter,,,,16 distinct answer sets across 24 years
q_6875d955,Who was the runner-up in the last Honinbo competition?,Yuta Iyama,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,15,0,1,1,yuta iyama,,,,15 distinct answer sets across 24 years
q_68d60970,Who is the current title holder of the Kisei tournament in Go?,Ichiriki Ryo,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,6,0,1,1,ichiriki ryo,,,,6 distinct answer sets across 24 years
q_69646c02,How old is the most-followed user on TikTok?,23 years old,2,freshqa,2023,1,SINGLE_YEAR,2023,1,2023,3,,,1,,,03/09/2024,fast-changing,,"FreshQA carries a single effective_year, not a year series — volatility UNDETERMINED; next_review='03/09/2024', fact_type='fast-changing'"
q_697c0008,Which pitcher gave up the most recent home run that landed in McCovey Cove?,Anthony DeSclafani,4,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,23,0,1,1,alex cobb | anthony desclafani | brett wisely | ross stripling,,,,23 distinct answer sets across 24 years
q_69b0bd6d,Which team did the Great Britain Davis Cup team compete against in its most recent completed match?,France,5,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,23,0,1,1,australia | colombia | france | srb | switzerland,,,,23 distinct answer sets across 24 years
q_69f7cd76,Who is the current representative of Michigan's 7th congressional district?,100px Elissa Slotkin,2,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,8,0,1,1,100px elissa slotkin | 100px tim walberg,,,,8 distinct answer sets across 24 years
q_6a00b156,"Of these sedimentary rocks, which one is not organic, being instead 'clastic'?",Shale,6,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_6a6b8494,Who posted the most-liked tweet last year?,Elon Musk,1,freshqa,2023,1,SINGLE_YEAR,2023,1,2023,3,,,1,,,01/01/2024,fast-changing,,"FreshQA carries a single effective_year, not a year series — volatility UNDETERMINED; next_review='01/01/2024', fact_type='fast-changing'"
q_6a754bab,Who is the current President of the Institute of Physics and Engineering in Medicine?,Dr Robert Farley,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,23,0,1,1,dr robert farley,,,,23 distinct answer sets across 24 years
q_6a7dc28e,What is the second highest-grossing Kannada movie of all time?,Kantara,1,freshqa,2022,1,SINGLE_YEAR,2022,1,2022,4,,,1,,,occasionally,slow-changing,,"FreshQA carries a single effective_year, not a year series — volatility UNDETERMINED; next_review='occasionally', fact_type='slow-changing'"
q_6a82c062,Who is the latest first-place winner of the Klein Competition?,Emad Zolfaghari,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,24,0,1,1,emad zolfaghari,,,,24 distinct answer sets across 24 years
q_6a9f5944,Which entity owned the winning horse of the most recent Arkansas Derby?,Albaugh Family Stables,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,23,0,1,1,albaugh family stables,,,,23 distinct answer sets across 24 years
q_6aed1558,What is the name of the person holding the presidency at Purdue University?,Mung Chiang,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,8,0,1,1,mung chiang,,,,8 distinct answer sets across 24 years
q_6bd3b3c9,What is the main spirit in a Margarita?,Tequila,11,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_6c6fbf05,"What award did Yann LeCun, Geoffrey Hinton, and Yoshua Bengio win together?",Turing Award,5,freshqa,before 2022,1,SINGLE_YEAR,before 2022,1,before 2022,,,,1,,,,never-changing,,"FreshQA carries a single effective_year, not a year series — volatility UNDETERMINED; next_review='', fact_type='never-changing'"
q_6d00c75f,When is this year's Ramadan?,"Wed, Mar 22 – Fri, Apr 21",6,freshqa,2023,1,SINGLE_YEAR,2023,1,2023,3,,,1,,,01/01/2024,fast-changing,,"FreshQA carries a single effective_year, not a year series — volatility UNDETERMINED; next_review='01/01/2024', fact_type='fast-changing'"
q_6dce83d8,How many field goals did the Women's National Basketball Association season scoring leader make?,285,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,22,0,1,1,285,,,,22 distinct answer sets across 24 years
q_6e543930,The land of Azeroth features in which video game?,Warcraft,12,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_6f15c777,In which country is Mdina Glass made?,MALTA,6,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_6f19be8a,Who is the current recipient of the NABC Player of the Year in NCAA Division II basketball?,RJ Sunahara,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,24,0,1,1,rj sunahara,,,,24 distinct answer sets across 24 years
q_6f1acb10,What is the playoffs result for the Western Conference regular season champion?,Lost first round,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,6,0,1,1,lost first round,,,,6 distinct answer sets across 24 years
q_70ab2a41,Who is the current champion of the Italian National Time Trial Championships in the women's category?,Elisa Longo Borghini,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,9,0,1,1,elisa longo borghini,,,,9 distinct answer sets across 24 years
q_71c4d6a7,Which institution's athlete won the NABC Player of the Year in NCAA Division III most recently?,Wheaton,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,23,0,1,1,wheaton,,,,23 distinct answer sets across 24 years
q_71ca7be1,Which team is the current winner of the Super League (Ireland) National Cup?,Maree,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,18,0,1,1,maree,,,,18 distinct answer sets across 24 years
