unit_id,base_query_id,snapshot_round,base_query,n_requests,request_ids,gold,n_distinct_golds,gold_source,gold_year,n_distinct_urls,n_snapshots_available,snapshot_complete,any_snapshot
q_f7446447@rerun_24h,q_f7446447,rerun_24h,Who is the most recent recipient of the RSA Award for Excellence in Mathematics?,1,p_q_f7446447_1,paul carl kocher,1,temporal_align_qa,2023,1,1,1,1
q_f7bf87d7@rerun_24h,q_f7bf87d7,rerun_24h,Which club did the top goalscorer in Ekstraklasa play for?,1,p_q_f7bf87d7_1,jagiellonia białystok,1,temporal_align_qa,2023,1,1,1,1
q_f7de9f4e@rerun_24h,q_f7de9f4e,rerun_24h,Which Formula One Grand Prix Circuit has corners named Anthony Noghes and La Rascasse?,1,p_q_f7de9f4e_0,monaco,1,triviaqa,,1,1,1,1
q_f861b3a0@rerun_24h,q_f861b3a0,rerun_24h,Who is the current representative for Oklahoma's 2nd congressional district?,1,p_q_f861b3a0_2,100px josh brecheen,1,temporal_align_qa,2023,2,2,1,1
q_f8c707c8@rerun_24h,q_f8c707c8,rerun_24h,Where was the International Political Science Association World Congress held?,1,p_q_f8c707c8_3,seoul,1,temporal_align_qa,2023,1,1,1,1
q_f93213af@rerun_24h,q_f93213af,rerun_24h,What racing series is Sébastien Loeb currently participating in?,1,q_f93213af,dakar rally,1,temporal_align_qa,2023,1,1,1,1
q_f9667c6d@rerun_24h,q_f9667c6d,rerun_24h,Which jockey rode the winning horse in the most recent Coronation Stakes?,1,q_f9667c6d,chris hayes,1,temporal_align_qa,2023,2,2,1,1
q_fa771a57@rerun_24h,q_fa771a57,rerun_24h,Which owner's horse won the latest Kikuka-shō?,2,p_q_fa771a57_3|p_q_fa771a57_1,u carrot farm,1,temporal_align_qa,2023,1,1,1,1
q_fae0b0bb@rerun_24h,q_fae0b0bb,rerun_24h,Which team finished second in the National League East?,1,p_q_fae0b0bb_2,philadelphia,1,temporal_align_qa,2023,1,1,1,1
q_fbc7a20d@rerun_24h,q_fbc7a20d,rerun_24h,Who won the gold medal in the women’s category at the most recent Swiss Figure Skating Championships?,1,p_q_fbc7a20d_2,livia kaiser,1,temporal_align_qa,2023,2,2,1,1
q_fc04cade@rerun_24h,q_fc04cade,rerun_24h,Which team does the most recent Lady Byng Memorial Trophy winner belong to?,1,p_q_fc04cade_2,los angeles kings,1,temporal_align_qa,2023,2,2,1,1
q_fc47ce8e@rerun_24h,q_fc47ce8e,rerun_24h,On what date did the Berlin Wall fall?,2,p_q_fc47ce8e_0|p_q_fc47ce8e_3,"nov 9, 1989",1,freshqa,before 2022,1,1,1,1
q_fc92fe13@rerun_24h,q_fc92fe13,rerun_24h,Which football team was the runner-up in the 2. Liga in Slovakia?,1,p_q_fc92fe13_3,tatran prešov,1,temporal_align_qa,2023,1,1,1,1
q_fcc76705@rerun_24h,q_fcc76705,rerun_24h,Who is the most recent recipient of the Hannes Alfvén Prize?,1,q_fcc76705,chandrashekhar janardan joshi,1,temporal_align_qa,2023,2,2,1,1
q_fd2b644e@rerun_24h,q_fd2b644e,rerun_24h,"Batting, Cornerstones, Sashing and Layer Cake are all terms used in which handicraft?",1,p_q_fd2b644e_0,quilting,1,triviaqa,,2,2,1,1
q_fdca6dd5@rerun_12h,q_fdca6dd5,rerun_12h,What colour are post/mail boxes in Morocco?,1,q_fdca6dd5,yellow,1,triviaqa,,1,1,1,1
q_fddc380c@rerun_24h,q_fddc380c,rerun_24h,Which club does the current Grogan Medal winner play for?,1,p_q_fddc380c_2,broadbeach,1,temporal_align_qa,2023,2,2,1,1
q_feab2243@rerun_24h,q_feab2243,rerun_24h,What role did John Noble play in his most recent television appearance?,1,p_q_feab2243_2,falco,1,temporal_align_qa,2023,1,1,1,1
q_ff13db06@rerun_24h,q_ff13db06,rerun_24h,Who are the presenters of the Eurovision Song Contest?,1,p_q_ff13db06_0,"alesha dixon, hannah waddingham, julia sanina and graham norton",1,temporal_align_qa,2023,2,2,1,1
q_ff48fd09@rerun_24h,q_ff48fd09,rerun_24h,In language the term ellipsis refers to missing/omitted what?,1,p_q_ff48fd09_1,words,1,triviaqa,,1,1,1,1
q_ff4e04a5@rerun_24h,q_ff4e04a5,rerun_24h,What conference is the Penn Quakers men's ice hockey team competing in?,1,p_q_ff4e04a5_0,cschc,1,temporal_align_qa,2023,2,2,1,1
q_ffbdb73d@rerun_24h,q_ffbdb73d,rerun_24h,Who is the winner of the men's category in the Warsaw Marathon?,1,p_q_ffbdb73d_0,levente szemerei,1,temporal_align_qa,2023,2,2,1,1
q_ffc74be2@rerun_24h,q_ffc74be2,rerun_24h,Who is the current Director of the Indian Association for the Cultivation of Science?,1,p_q_ffc74be2_1,ranjan sen,1,temporal_align_qa,2023,1,1,1,1
