query_id,audits,audit_rows,is_paraphrase,base_query_id,base_query,paraphrase_text,incoming_query,gold,gold_answer_c2,gold_matches_c2,n_aliases,gold_source,gold_year,gold_note,provenance_note,freshness_class,t,snapshot_round,n_url_slots,n_distinct_urls,n_snapshots_available,snapshot_complete
q_92dda9c3,mixed_age_400,1,0,q_92dda9c3,Who is serving as the mayor of Denver?,,Who is serving as the mayor of Denver?,Michael Hancock Michael Hancock,Michael Hancock Michael Hancock,1,2,temporal_align_qa,2023,latest annotated year in the answer dictionary,latest annotated year in the answer dictionary,SLOW,247174.47311052628,rerun_24h,1,1,1,1
q_02dd7c17,mixed_age_400,1,0,q_02dd7c17,Who is the current representative of California's 31st congressional district?,,Who is the current representative of California's 31st congressional district?,100px Pete Aguilar,100px Pete Aguilar,1,3,temporal_align_qa,2023,latest annotated year in the answer dictionary,latest annotated year in the answer dictionary,SLOW,13249.999803513878,rerun_1h,2,2,2,1
q_3df9aae8,mixed_age_400,1,0,q_3df9aae8,Who is the current delegate representing Guam's at-large congressional district?,,Who is the current delegate representing Guam's at-large congressional district?,100px Michael San Nicolas,100px Michael San Nicolas,1,2,temporal_align_qa,2023,latest annotated year in the answer dictionary,latest annotated year in the answer dictionary,SLOW,28402.657825637325,rerun_1h,1,1,1,1
q_376b8a53,mixed_age_400,1,0,q_376b8a53,Who is the highest-paid NBA player currently?,,Who is the highest-paid NBA player currently?,Stephen Curry,Stephen Curry,1,1,temporal_align_qa,2023,latest annotated year in the answer dictionary,latest annotated year in the answer dictionary,SLOW,126423.42130298767,rerun_24h,1,1,1,1
q_56ee58f4,mixed_age_400,1,0,q_56ee58f4,Who is the reigning champion of the C division for the Montana High School Association Cross Country State Championships?,,Who is the reigning champion of the C division for the Montana High School Association Cross Country State Championships?,Roberts,Roberts,1,1,temporal_align_qa,2023,latest annotated year in the answer dictionary,latest annotated year in the answer dictionary,SLOW,205737.19691750465,rerun_24h,2,2,2,1
p_q_acfe9269_0,mixed_age_400,1,1,q_acfe9269,"If you have insomnia, what can't you do?",What are the odds of getting dormant sleep?,What are the odds of getting dormant sleep?,Sleep,Sleep,1,12,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,357251.6454806606,rerun_24h,1,1,1,1
p_q_0c3fca22_0,mixed_age_400,1,1,q_0c3fca22,What is the name of the index of average daily prices on the New York Stock Exchange?,Which ip sees the estimates of average wages on New York Stock Exchange?,Which ip sees the estimates of average wages on New York Stock Exchange?,Dow Jones,Dow Jones,1,12,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,585526.7224760214,rerun_24h,1,1,1,1
p_q_49493ec6_0,mixed_age_400,1,1,q_49493ec6,What is the SI unit of resistance?,How is resistance measured in the standard instrument?,How is resistance measured in the standard instrument?,Ohm,Ohm,1,12,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,523711.40861378517,rerun_24h,2,2,2,1
p_q_ae57c718_2,mixed_age_400,1,1,q_ae57c718,Which composer wrote the operas 'The Flying Dutchman' and 'Parsifal'?,"What is the name of sybil whom you was inspired to pen both ‘The Flying Dutchman’ and, others are called simply 'Parsifal?‘ They respectively employ jazz singer Fionca Richie on trumpet, but were writing solo parts?","What is the name of sybil whom you was inspired to pen both ‘The Flying Dutchman’ and, others are called simply 'Parsifal?‘ They respectively employ jazz singer Fionca Richie on trumpet, but were writing solo parts?",RICHARD WAGNER,RICHARD WAGNER,1,12,triviaqa,,propagated from verified-faithful paraphrase,,TIMELESS,552700.7335024925,rerun_24h,2,2,2,1
p_q_b38e651d_0,mixed_age_400,1,1,q_b38e651d,What air mattress genericized trademark is a portmanteau of its two-word description?,I notice there's this generic air mattress which doubles as a two worded word mark for the system being advertised. Which of it is actually actualy Air quality?,I notice there's this generic air mattress which doubles as a two worded word mark for the system being advertised. Which of it is actually actualy Air quality?,Lilo,Lilo,1,6,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,467634.6780423338,rerun_24h,1,1,1,1
p_q_18c91502_2,mixed_age_400,1,1,q_18c91502,"""What is a synonym for """"irritable""""?""","What a counterpart to """"sour cursory skills'?""","What a counterpart to """"sour cursory skills'?""",Crotchety,Crotchety,1,2,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,506080.1056349479,rerun_24h,2,2,2,1
p_q_a05e5c8b_2,mixed_age_400,1,1,q_a05e5c8b,"In nature, what are active, dormant and extinct?","Which kinds of creatures can be found in the wild, dormant or eumorphic state?","Which kinds of creatures can be found in the wild, dormant or eumorphic state?",Volcanoes,Volcanoes,1,12,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,260024.37825216423,rerun_24h,1,1,1,1
p_q_86cb82cf_1,mixed_age_400,1,1,q_86cb82cf,Into which other war did the War of Jenkins Ear merge?,What was the alternative combat mission that had conflicting claims in other Korean conflicts like the War of Jenkins Ear?,What was the alternative combat mission that had conflicting claims in other Korean conflicts like the War of Jenkins Ear?,War of Austrian Succession,War of Austrian Succession,1,12,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,314015.20569258154,rerun_24h,1,1,1,1
p_q_50e17bb5_0,mixed_age_400,1,1,q_50e17bb5,"Lee Marvin had a number one hit record with 'Wanderin' Star' in 1970, but which actor had a minor hit with the flipside - 'I Talk To The Trees'?","Who was the candidate behind Lee Marvin's 1980 smash hit called 'Wanderin' Star' which was shortly succeeded by FIBO-SI, Later World War?","Who was the candidate behind Lee Marvin's 1980 smash hit called 'Wanderin' Star' which was shortly succeeded by FIBO-SI, Later World War?",CLINT EASTWOOD,CLINT EASTWOOD,1,12,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,491782.7302299858,rerun_24h,1,1,1,1
p_q_93aa5399_1,mixed_age_400,1,1,q_93aa5399,"Which French writer published the collection of fairy tales `Contes de ma mere l'Oye', better known as Mother Goose?",From whom does the series Contes de ma mere l'Oye 'Reinventor' de Nancy Patrick Shipley publish?,From whom does the series Contes de ma mere l'Oye 'Reinventor' de Nancy Patrick Shipley publish?,CHARLES PERRAULT,CHARLES PERRAULT,1,5,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,339262.1623702564,rerun_24h,1,1,1,1
p_q_f1839167_1,mixed_age_400,1,1,q_f1839167,Who wrote 'She' and 'King Solomon's Mines'?,Who penned the literary works of 'She' and a famous poem named recitations for gold?,Who penned the literary works of 'She' and a famous poem named recitations for gold?,H Rider Haggard,H Rider Haggard,1,10,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,379958.77128642646,rerun_24h,1,1,1,1
p_q_caf45aad_2,mixed_age_400,1,1,q_caf45aad,How many Imperial gallons of beer are in a firkin?,What is the refrigerated capacity of a pint of beer in US dollars?,What is the refrigerated capacity of a pint of beer in US dollars?,Nine,Nine,1,4,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,385156.05392327765,rerun_24h,1,1,1,1
p_q_9432e97c_2,mixed_age_400,1,1,q_9432e97c,"Whose likeness did Republicans propose putting on the dime, in 2003?","In 2003, which man with the likeness was proposed to Republicans as a billboard in 2013.","In 2003, which man with the likeness was proposed to Republicans as a billboard in 2013.",Ronald Reagan's,Ronald Reagan's,1,2,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,336985.62366638426,rerun_24h,2,2,2,1
p_q_2d02fb45_3,mixed_age_400,1,1,q_2d02fb45,The Tyrol is a region in which mountain range?,In what physical structure does the Tyrol consist of as walls?,In what physical structure does the Tyrol consist of as walls?,Alps,Alps,1,12,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,408575.31044603325,rerun_24h,1,1,1,1
p_q_a867a828_3,mixed_age_400,1,1,q_a867a828,How many points would you get for the word Scrabble in a game of Scrabble?,"In a Scrabble tournament, what would be the total points awarded for incorporating an element of SCRAGBAG?","In a Scrabble tournament, what would be the total points awarded for incorporating an element of SCRAGBAG?",14,14,1,3,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,478486.98890466406,rerun_24h,2,2,2,1
p_q_2b247cc4_0,mixed_age_400,1,1,q_2b247cc4,"Commissioned by Queen Victoria in memory of her husband, in which Royal park would you find the Albert Memorial?","Where is the specific location of the Albert Memorial, inaugurated by Queen Victoria as a tribute to her husband (deembolismus)?","Where is the specific location of the Albert Memorial, inaugurated by Queen Victoria as a tribute to her husband (deembolismus)?",Kensington Gardens,Kensington Gardens,1,2,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,41056.36801519571,rerun_1h,1,1,1,1
p_q_e5feb4c8_0,mixed_age_400|heldout_400,2,1,q_e5feb4c8,You get nothing for a pair was a Bruce Forsyth catchphrase in which programme,"The programmer Bruce Forsyth had been writing, ""You get nothing for a pair.","The programmer Bruce Forsyth had been writing, ""You get nothing for a pair.",Play Your Cards Right,Play Your Cards Right,1,4,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,447404.0777633174,rerun_24h,2,2,2,1
p_q_92bed87f_2,mixed_age_400,1,1,q_92bed87f,"Deluded by a legend, Francisco Orellana and Gonzalo Pizarro departed from Ecuador in 1541 in a disastrous expedition towards the Amazon Basin; they did not find any gold or lost cities but Orellana became the first person to navigate the entire Amazon River. What were they seeking?","In quest for a new vessel during their epic journey from Ecuador to the Amazon Basin, Francisco Orellana and Gonzalo Pizarro set out on an unlikely expedition under mysterious circumstances. Without abundant gold or deserted cities, how did these characters become so familiar with life that even Tom Partridge was seen passing through the pond?","In quest for a new vessel during their epic journey from Ecuador to the Amazon Basin, Francisco Orellana and Gonzalo Pizarro set out on an unlikely expedition under mysterious circumstances. Without abundant gold or deserted cities, how did these characters become so familiar with life that even Tom Partridge was seen passing through the pond?",El Dorado,El Dorado,1,12,triviaqa,,propagated from verified-faithful paraphrase,,TIMELESS,413986.9953627944,rerun_24h,1,1,1,1
p_q_10c25152_1,mixed_age_400,1,1,q_10c25152,Who was appointed the first woman cabinet minister in the UK?,Which is the first female member set to become a woman cabinet minister in an ALL-IreLAND Cabinet?,Which is the first female member set to become a woman cabinet minister in an ALL-IreLAND Cabinet?,Margaret Bondfield,Margaret Bondfield,1,4,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,594975.3846509696,rerun_24h,1,1,1,1
p_q_0e3fb3ca_0,mixed_age_400,1,1,q_0e3fb3ca,"What famous event for daredevils happens in Pamplona, Spain?","Which salacious occasion is usually linked to those who adore violence in Pamplona, Spain?","Which salacious occasion is usually linked to those who adore violence in Pamplona, Spain?",Running of the Bulls,Running of the Bulls,1,11,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,433141.83760241274,rerun_24h,2,2,2,1
p_q_a05e5c8b_0,mixed_age_400,1,1,q_a05e5c8b,"In nature, what are active, dormant and extinct?","Which types of living organisms exist in the wild, dormant and non-living natural forces?","Which types of living organisms exist in the wild, dormant and non-living natural forces?",Volcanoes,Volcanoes,1,12,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,491434.2511335695,rerun_24h,1,1,1,1
p_q_dcf1f4d4_0,mixed_age_400,1,1,q_dcf1f4d4,The Briish Airways subsidiary BA Connect was sold to which other airline?,"Is BA Connect, which brand of British Airways shares have been sold to?","Is BA Connect, which brand of British Airways shares have been sold to?",Flybe.,Flybe.,1,11,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,424747.69291481876,rerun_24h,1,1,1,1
p_q_c7b2bccd_3,mixed_age_400,1,1,q_c7b2bccd,Who was the personal architect of Hitler and Minister of Armaments and War Production in Nazi Germany during the Second World War?,"President Hitler's personal builder, who was the PM of Nazi Germany for twelve years (1952–Now)?","President Hitler's personal builder, who was the PM of Nazi Germany for twelve years (1952–Now)?",ALBERT SPEER,ALBERT SPEER,1,11,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,291607.6731124948,rerun_24h,1,1,1,1
